Value,Name,Description,year,month,StartDate,EndDate,C_Currency_ID,ipc,IsActive,salary_mo,Salary_Day,active_int_rate,active_int_rate2,inflation,TaxUnit,salary_day_20,salary_mo_20,salary_day_ru,salary_mo_ru
2007-05,may-07,mayo-2007,2007,5,2007-05-01,2007-05-31,205,"0,00",Y,"614,79","20,49","15,94","13,03","0,00",,"0,00","0,00",,
2007-06,jun-07,junio-2007,2007,6,2007-06-01,2007-06-30,205,"0,00",Y,"614,79","20,49","14,91","12,53","0,00",,"0,00","0,00",,
2007-07,jul-07,julio-2007,2007,7,2007-07-01,2007-07-31,205,"0,00",Y,"614,79","20,49","16,17","13,51","0,00",,"0,00","0,00",,
2007-08,ago-07,agosto-2007,2007,8,2007-08-01,2007-08-31,205,"0,00",Y,"614,79","20,49","16,59","13,86","0,00",,"0,00","0,00",,
2007-09,sep-07,septiembre-2007,2007,9,2007-09-01,2007-09-30,205,"0,00",Y,"614,79","20,49","16,53","13,79","0,00",,"0,00","0,00",,
2007-10,oct-07,octubre-2007,2007,10,2007-10-01,2007-10-31,205,"0,00",Y,"614,79","20,49","16,96","14,00","0,00",,"0,00","0,00",,
2007-11,nov-07,noviembre-2007,2007,11,2007-11-01,2007-11-30,205,"0,00",Y,"614,79","20,49","19,91","15,75","0,00",,"0,00","0,00",,
2007-12,dic-07,diciembre-2007,2007,12,2007-12-01,2007-12-31,205,"0,00",Y,"614,79","20,49","21,73","16,44","0,00",,"0,00","0,00",,
2008-01,ene-08,enero-2008,2008,1,2008-01-01,2008-01-31,205,"0,00",Y,"614,79","20,49","24,14","18,53","0,00",,"0,00","0,00",,
2008-02,feb-08,febrero-2008,2008,2,2008-02-01,2008-02-29,205,"0,00",Y,"614,79","20,49","22,68","17,56","0,00",,"0,00","0,00",,
2008-03,mar-08,marzo-2008,2008,3,2008-03-01,2008-03-31,205,"0,00",Y,"614,79","20,49","22,24","18,17","0,00",,"0,00","0,00",,
2008-04,abr-08,abril-2008,2008,4,2008-04-01,2008-04-30,205,"0,00",Y,"799,23","26,64","22,62","18,35","0,00",,"0,00","0,00",,
2008-05,may-08,mayo-2008,2008,5,2008-05-01,2008-05-31,205,"0,00",Y,"799,23","26,64","24,00","20,85","0,00",,"0,00","0,00",,
2008-06,jun-08,junio-2008,2008,6,2008-06-01,2008-06-30,205,"0,00",Y,"799,23","26,64","22,38","20,09","0,00",,"0,00","0,00",,
2008-07,jul-08,julio-2008,2008,7,2008-07-01,2008-07-31,205,"0,00",Y,"799,23","26,64","23,47","20,30","0,00",,"0,00","0,00",,
2008-08,ago-08,agosto-2008,2008,8,2008-08-01,2008-08-31,205,"0,00",Y,"799,23","26,64","22,83","20,09","0,00",,"0,00","0,00",,
2008-09,sep-08,septiembre-2008,2008,9,2008-09-01,2008-09-30,205,"0,00",Y,"799,23","26,64","22,31","19,68","0,00",,"0,00","0,00",,
2008-10,oct-08,octubre-2008,2008,10,2008-10-01,2008-10-31,205,"0,00",Y,"799,23","26,64","22,62","19,82","0,00",,"0,00","0,00",,
2008-11,nov-08,noviembre-2008,2008,11,2008-11-01,2008-11-30,205,"0,00",Y,"799,23","26,64","23,18","20,24","0,00",,"0,00","0,00",,
2008-12,dic-08,diciembre-2008,2008,12,2008-12-01,2008-12-31,205,"0,00",Y,"799,23","26,64","21,67","19,65","0,00",,"0,00","0,00",,
2009-01,ene-09,enero-2009,2009,1,2009-01-01,2009-01-31,205,"0,00",Y,"799,23","26,64","22,38","19,76","0,00",,"0,00","0,00",,
2009-02,feb-09,febrero-2009,2009,2,2009-02-01,2009-02-28,205,"0,00",Y,"799,23","26,64","22,89","19,98","0,00",,"0,00","0,00",,
2009-03,mar-09,marzo-2009,2009,3,2009-03-01,2009-03-31,205,"0,00",Y,"799,23","26,64","22,37","19,74","0,00",,"0,00","0,00",,
2009-04,abr-09,abril-2009,2009,4,2009-04-01,2009-04-30,205,"0,00",Y,"799,23","26,64","21,46","18,77","0,00",,"0,00","0,00",,
2009-05,may-09,mayo-2009,2009,5,2009-05-01,2009-05-31,205,"0,00",Y,"879,30","29,31","21,54","18,77","0,00",,"0,00","0,00",,
2009-06,jun-09,junio-2009,2009,6,2009-06-01,2009-06-30,205,"0,00",Y,"879,30","29,31","20,41","17,56","0,00",,"0,00","0,00",,
2009-07,jul-09,julio-2009,2009,7,2009-07-01,2009-07-31,205,"0,00",Y,"879,30","29,31","20,01","17,26","0,00",,"0,00","0,00",,
2009-08,ago-09,agosto-2009,2009,8,2009-08-01,2009-08-31,205,"0,00",Y,"879,30","29,31","19,56","17,04","0,00",,"0,00","0,00",,
2009-09,sep-09,septiembre-2009,2009,9,2009-09-01,2009-09-30,205,"0,00",Y,"967,50","32,25","18,62","16,58","0,00",,"0,00","0,00",,
2009-10,oct-09,octubre-2009,2009,10,2009-10-01,2009-10-31,205,"0,00",Y,"967,50","32,25","20,35","17,62","0,00",,"0,00","0,00",,
2009-11,nov-09,noviembre-2009,2009,11,2009-11-01,2009-11-30,205,"0,00",Y,"967,50","32,25","18,84","17,05","0,00",,"0,00","0,00",,
2009-12,dic-09,diciembre-2009,2009,12,2009-12-01,2009-12-31,205,"0,00",Y,"967,50","32,25","18,94","16,97","0,00",,"0,00","0,00",,
2010-01,ene-10,enero-2010,2010,1,2010-01-01,2010-01-31,205,"0,00",Y,"967,50","32,25","18,96","16,74","0,00",,"0,00","0,00",,
2010-02,feb-10,febrero-2010,2010,2,2010-02-01,2010-02-28,205,"0,00",Y,"967,50","32,25","18,55","16,65","0,00",,"0,00","0,00",,
2010-03,mar-10,marzo-2010,2010,3,2010-03-01,2010-03-31,205,"0,00",Y,"1064,25","35,48","18,36","16,44","0,00",,"0,00","0,00",,
2010-04,abr-10,abril-2010,2010,4,2010-04-01,2010-04-30,205,"0,00",Y,"1064,25","35,48","17,95","16,23","0,00",,"0,00","0,00",,
2010-05,may-10,mayo-2010,2010,5,2010-05-01,2010-05-31,205,"0,00",Y,"1223,89","40,80","17,93","16,40","0,00",,"0,00","0,00",,
2010-06,jun-10,junio-2010,2010,6,2010-06-01,2010-06-30,205,"0,00",Y,"1223,89","40,80","17,65","16,10","0,00",,"0,00","0,00",,
2010-07,jul-10,julio-2010,2010,7,2010-07-01,2010-07-31,205,"0,00",Y,"1223,89","40,80","17,73","16,34","0,00",,"0,00","0,00",,
2010-08,ago-10,agosto-2010,2010,8,2010-08-01,2010-08-31,205,"0,00",Y,"1223,89","40,80","17,97","16,28","0,00",,"0,00","0,00",,
2010-09,sep-10,septiembre-2010,2010,9,2010-09-01,2010-09-30,205,"0,00",Y,"1223,89","40,80","17,43","16,10","0,00",,"0,00","0,00",,
2010-10,oct-10,octubre-2010,2010,10,2010-10-01,2010-10-31,205,"0,00",Y,"1223,89","40,80","17,70","16,38","0,00",,"0,00","0,00",,
2010-11,nov-10,noviembre-2010,2010,11,2010-11-01,2010-11-30,205,"0,00",Y,"1223,89","40,80","17,76","16,25","0,00",,"0,00","0,00",,
2010-12,dic-10,diciembre-2010,2010,12,2010-12-01,2010-12-31,205,"0,00",Y,"1223,89","40,80","17,89","16,45","0,00",,"0,00","0,00",,
2011-01,ene-11,enero-2011,2011,1,2011-01-01,2011-01-31,205,"0,00",Y,"1223,89","40,80","17,53","16,29","0,00",,"0,00","0,00",,
2011-02,feb-11,febrero-2011,2011,2,2011-02-01,2011-02-28,205,"0,00",Y,"1223,89","40,80","17,85","16,37","0,00",,"0,00","0,00",,
2011-03,mar-11,marzo-2011,2011,3,2011-03-01,2011-03-31,205,"0,00",Y,"1223,89","40,80","17,13","16,00","0,00",,"0,00","0,00",,
2011-04,abr-11,abril-2011,2011,4,2011-04-01,2011-04-30,205,"0,00",Y,"1223,89","40,80","17,69","16,37","0,00",,"0,00","0,00",,
2011-05,may-11,mayo-2011,2011,5,2011-05-01,2011-05-31,205,"0,00",Y,"1407,47","46,92","18,17","16,64","0,00",,"0,00","0,00",,
2011-06,jun-11,junio-2011,2011,6,2011-06-01,2011-06-30,205,"0,00",Y,"1407,47","46,92","17,41","16,09","0,00",,"0,00","0,00",,
2011-07,jul-11,julio-2011,2011,7,2011-07-01,2011-07-31,205,"0,00",Y,"1407,47","46,92","18,51","16,52","0,00",,"0,00","0,00",,
2011-08,ago-11,agosto-2011,2011,8,2011-08-01,2011-08-31,205,"0,00",Y,"1407,47","46,92","17,37","15,94","0,00",,"0,00","0,00",,
2011-09,sep-11,septiembre-2011,2011,9,2011-09-01,2011-09-30,205,"0,00",Y,"1548,21","51,61","17,50","16,00","0,00",,"0,00","0,00",,
2011-10,oct-11,octubre-2011,2011,10,2011-10-01,2011-10-31,205,"0,00",Y,"1548,21","51,61","18,28","16,39","0,00",,"0,00","0,00",,
2011-11,nov-11,noviembre-2011,2011,11,2011-11-01,2011-11-30,205,"0,00",Y,"1548,21","51,61","16,35","15,43","0,00",,"0,00","0,00",,
2011-12,dic-11,diciembre-2011,2011,12,2011-12-01,2011-12-31,205,"0,00",Y,"1548,21","51,61","15,55","15,03","0,00",,"0,00","0,00",,
2012-01,ene-12,enero-2012,2012,1,2012-01-01,2012-01-31,205,"0,00",Y,"1548,21","51,61","16,90","15,70","0,00",,"0,00","0,00",,
2012-02,feb-12,febrero-2012,2012,2,2012-02-01,2012-02-29,205,"0,00",Y,"1548,21","51,61","15,65","15,18","0,00",,"0,00","0,00",,
2012-03,mar-12,marzo-2012,2012,3,2012-03-01,2012-03-31,205,"0,00",Y,"1548,21","51,61","15,43","14,97","0,00",,"0,00","0,00",,
2012-04,abr-12,abril-2012,2012,4,2012-04-01,2012-04-30,205,"0,00",Y,"1548,21","51,61","16,31","15,41","0,00",,"0,00","0,00",,
2012-05,may-12,mayo-2012,2012,5,2012-05-01,2012-05-31,205,"0,00",Y,"1780,45","59,35","16,75","15,63","0,00",,"0,00","0,00",,
2012-06,jun-12,junio-2012,2012,6,2012-06-01,2012-06-30,205,"0,00",Y,"1780,45","59,35","16,25","15,38","0,00",,"0,00","0,00",,
2012-07,jul-12,julio-2012,2012,7,2012-07-01,2012-07-31,205,"0,00",Y,"1780,45","59,35","16,20","15,35","0,00",,"0,00","0,00",,
2012-08,ago-12,agosto-2012,2012,8,2012-08-01,2012-08-31,205,"0,00",Y,"1780,45","59,35","16,51","15,57","0,00",,"0,00","0,00",,
2012-09,sep-12,septiembre-2012,2012,9,2012-09-01,2012-09-30,205,"0,00",Y,"2047,52","68,25","16,80","15,65","0,00",,"0,00","0,00",,
2012-10,oct-12,octubre-2012,2012,10,2012-10-01,2012-10-31,205,"0,00",Y,"2047,52","68,25","16,49","15,50","0,00",,"0,00","0,00",,
2012-11,nov-12,noviembre-2012,2012,11,2012-11-01,2012-11-30,205,"0,00",Y,"2047,52","68,25","15,94","15,29","0,00",,"0,00","0,00",,
2012-12,dic-12,diciembre-2012,2012,12,2012-12-01,2012-12-31,205,"0,00",Y,"2047,52","68,25","15,57","15,06","0,00",,"0,00","0,00",,
2013-01,ene-13,enero-2013,2013,1,2013-01-01,2013-01-31,205,"0,00",Y,"2047,52","68,25","14,82","14,66","0,00",,"0,00","0,00",,
2013-02,feb-13,febrero-2013,2013,2,2013-02-01,2013-02-28,205,"0,00",Y,"2047,52","68,25","16,43","15,47","0,00",,"0,00","0,00",,
2013-03,mar-13,marzo-2013,2013,3,2013-03-01,2013-03-31,205,"0,00",Y,"2047,52","68,25","15,27","14,89","0,00",,"0,00","0,00",,
2013-04,abr-13,abril-2013,2013,4,2013-04-01,2013-04-30,205,"0,00",Y,"2047,52","68,25","15,67","15,09","0,00",,"0,00","0,00",,
2013-05,may-13,mayo-2013,2013,5,2013-05-01,2013-05-31,205,"0,00",Y,"2457,02","81,90","15,63","15,07","0,00",,"0,00","0,00",,
2013-06,jun-13,junio-2013,2013,6,2013-06-01,2013-06-30,205,"0,00",Y,"2457,02","81,90","15,26","14,88","0,00",,"0,00","0,00",,
2013-07,jul-13,julio-2013,2013,7,2013-07-01,2013-07-31,205,"0,00",Y,"2457,02","81,90","15,43","14,97","0,00",,"0,00","0,00",,
2013-08,ago-13,agosto-2013,2013,8,2013-08-01,2013-08-31,205,"0,00",Y,"2457,02","81,90","16,56","15,53","0,00",,"0,00","0,00",,
2013-09,sep-13,septiembre-2013,2013,9,2013-09-01,2013-09-30,205,"0,00",Y,"2702,73","90,09","15,76","15,13","0,00",,"0,00","0,00",,
2013-10,oct-13,octubre-2013,2013,10,2013-10-01,2013-10-31,205,"0,00",Y,"2702,73","90,09","15,47","14,99","0,00",,"0,00","0,00",,
2013-11,nov-13,noviembre-2013,2013,11,2013-11-01,2013-11-30,205,"0,00",Y,"2973,00","99,10","15,36","14,93","0,00",,"0,00","0,00",,
2013-12,dic-13,diciembre-2013,2013,12,2013-12-01,2013-12-31,205,"0,00",Y,"2973,00","99,10","15,57","15,15","0,00",,"0,00","0,00",,
2014-01,ene-14,enero-2014,2014,1,2014-01-01,2014-01-31,205,"0,00",Y,"3270,30","109,01","15,73","15,12","0,00","107,00","0,00","0,00",,
2014-02,feb-14,febrero-2014,2014,2,2014-02-01,2014-02-28,205,"0,00",Y,"3270,30","109,01","16,27","15,54","0,00","127,00","0,00","0,00",,
2014-03,mar-14,marzo-2014,2014,3,2014-03-01,2014-03-31,205,"0,00",Y,"3270,30","109,01","15,59","15,05","0,00","127,00","0,00","0,00",,
2014-04,abr-14,abril-2014,2014,4,2014-04-01,2014-04-30,205,"0,00",Y,"4251,40","109,01","16,38","15,44","0,00","127,00","0,00","0,00",,
2014-05,may-14,mayo-2014,2014,5,2014-05-01,2014-05-31,205,"0,00",Y,"4251,40","141,71","16,57","15,54","0,00","127,00","0,00","0,00",,
2014-06,jun-14,junio-2014,2014,6,2014-06-01,2014-06-30,205,"0,00",Y,"4251,40","141,71","16,56","15,56","0,00","127,00","0,00","0,00",,
2014-07,jul-14,julio-2014,2014,7,2014-07-01,2014-07-31,205,"0,00",Y,"4251,40","141,71","17,15","15,86","0,00","127,00","0,00","0,00",,
2014-08,ago-14,agosto-2014,2014,8,2014-08-01,2014-08-31,205,"0,00",Y,"4251,40","141,71","17,94","16,23","0,00","127,00","0,00","0,00",,
2014-09,sep-14,septiembre-2014,2014,9,2014-09-01,2014-09-30,205,"0,00",Y,"4251,40","141,71","17,76","16,16","0,00","127,00","0,00","0,00",,
2014-10,oct-14,octubre-2014,2014,10,2014-10-01,2014-10-31,205,"0,00",Y,"4251,40","141,71","18,39","16,65","0,00","127,00","0,00","0,00",,
2014-11,nov-14,noviembre-2014,2014,11,2014-11-01,2014-11-30,205,"0,00",Y,"4251,40","141,71","19,27","16,96","0,00","127,00","0,00","0,00",,
2014-12,dic-14,diciembre-2014,2014,12,2014-12-01,2014-12-31,205,"0,00",Y,"4889,10","162,97","19,17","16,85","0,00","127,00","0,00","0,00",,
2015-01,Enero-15,Enero-2015,2015,1,2015-01-01,2015-01-31,205,"0,00",Y,"4889,10","162,97","18,70","16,76","0,00","127,00","0,00","0,00",,
2015-02,Febrero-2015,Febrero-2015,2015,2,2015-02-01,2015-02-28,205,"0,00",Y,"5622,47","187,42","18,76","16,65","0,00","150,00","0,00","0,00",,
2015-03,Marzo 2015,Marzo 2015,2015,3,2015-03-01,2015-03-31,205,"0,00",Y,"5622,47","187,42","18,87","16,71","0,00","150,00","0,00","0,00",,
2015-04,Abril 2015,Abril 2015,2015,4,2015-04-01,2015-04-30,205,"0,00",Y,"5622,47","187,42","19,51","17,22","0,00","150,00","0,00","0,00",,
2015-05,Mayo 2015,Mayo 2015,2015,5,2015-05-01,2015-05-31,205,"0,00",Y,"6746,98","224,90","19,46","16,99","0,00","150,00","0,00","0,00",,
2015-09,Septiembre 2015,Septiembre 2015,2015,9,2015-09-01,2015-09-30,205,"0,00",Y,"7421,68","247,39","20,89","17,86","0,00","150,00","0,00","7421,68","0,00","7421,68"
2015-10,Octubre 2015,Octubre 2015,2015,10,2015-10-01,2015-10-31,205,"0,00",Y,"7421,68","247,39","21,35","18,13","0,00","150,00","0,00","7421,68","0,00","7421,68"
2015-11,Noviembre 2015,Noviembre 2015,2015,11,2015-11-01,2015-11-30,205,"0,00",Y,"9648,18","321,61","21,33","18,16","0,00","150,00","0,00","0,00","0,00","0,00"
2015-12,Diciembre 2015,Diciembre 2015,2015,12,2015-12-01,2015-12-31,205,"0,00",Y,"9648,18","321,61","21,03","18,05","0,00","150,00","0,00","0,00","0,00","0,00"
2016-01,Enero 2016,Enero 2016,2016,1,2016-01-01,2016-01-31,205,"0,00",Y,"9648,18","321,61","20,61","17,86","0,00","150,00","0,00","0,00","0,00","0,00"
2016-02,Febrero 2016,Febrero 2016,2016,2,2016-02-01,2016-02-11,205,"0,00",Y,"9648,18","321,61","19,54","17,05","0,00","150,00","0,00","0,00","0,00","0,00"
2016-02-2,Febrero 2016-2,Febrero 2016-2,2016,2,2016-02-12,2016-02-29,205,"0,00",Y,"9648,18","321,61","19,54","17,05","0,00","177,00","0,00","0,00","0,00","0,00"
2016-03,Marzo 2016,Marzo 2016,2016,3,2016-03-01,2016-03-31,205,"0,00",Y,"11577,81","385,93","21,09","17,93","0,00","177,00","0,00","0,00","0,00","0,00"
2016-04,Abril 2016,Abril 2016,2016,4,2016-04-01,2016-04-30,205,"0,00",Y,"11577,81","385,93","21,07","17,88","0,00","177,00","0,00","0,00","0,00","0,00"
2016-05,Mayo 2016,Mayo 2016,2016,5,2016-05-01,2016-05-31,205,"0,00",Y,"15051,15","501,71","21,36","18,36","0,00","177,00","0,00","0,00","0,00","0,00"
2016-06,Junio 2016,Junio 2016,2016,6,2016-06-01,2016-06-30,205,"0,00",Y,"15051,15","501,71","21,70","18,12","0,00","177,00","0,00","0,00","0,00","0,00"
2015-06,Junio 2015,Junio 2015,2015,6,2015-06-01,2015-06-30,205,"0,00",Y,"6746,98","224,90","19,68","17,10","0,00","150,00","0,00","0,00","0,00","0,00"
2015-07,Julio 2015,Julio 2015,2015,7,2015-07-01,2015-07-31,205,"0,00",Y,"7421,68","247,39","19,83","17,38","0,00","150,00","0,00","0,00","0,00","0,00"
2015-08,Agosto 2015,Agosto 2015,2015,8,2015-08-01,2015-08-31,205,"0,00",Y,"7421,68","247,39","20,37","17,49","0,00","150,00","0,00","0,00","0,00","0,00"
2016-07,Julio 2016,Julio 2016,2016,7,2016-07-01,2016-07-31,205,"0,00",Y,"15051,15","501,71","21,54","18,07","0,00","177,00","0,00","0,00","0,00","0,00"
2016-08,Agosto 2016,Agosto 2016,2016,8,2016-08-01,2016-08-31,205,"0,00",Y,"15051,15","501,71","21,99","18,54","0,00","177,00","0,00","0,00","0,00","0,00"
2016-09,Septiembre 2016,Septiembre 2016,2016,9,2016-09-01,2016-09-30,205,"0,00",Y,"22576,73","752,56","21,73","18,25","0,00","177,00","0,00","0,00","0,00","0,00"
2016-10,Octubre 2016,Octubre 2016,2016,10,2016-10-01,2016-10-31,205,"0,00",Y,"22576,73","752,56","22,37","18,69","0,00","177,00","0,00","0,00","0,00","0,00"
2016-11,NOVIEMBRE 2016,NOVIEMBRE 2016,2016,11,2016-11-01,2016-11-30,205,"0,00",Y,"27092,08","903,07","22,48","18,60","0,00","177,00","0,00","0,00","0,00","0,00"
2016-12,DICIEMBRE 2016,DICIEMBRE 2016,2016,12,2016-12-01,2016-12-31,205,"0,00",Y,"27092,08","903,07","22,49","18,71","0,00","177,00","0,00","0,00","0,00","0,00"
2017-01,ENERO 2017,ENERO 2017,2017,1,2017-01-01,2017-01-31,205,"0,00",Y,"40638,15","1354,61","0,00","0,00","0,00","177,00","0,00","0,00","0,00","0,00"
2017-02,FEBRERO 2017,FEBRERO 2017,2017,2,2017-02-01,2017-02-23,205,"0,00",Y,"40638,15","1354,61","0,00","0,00","0,00","177,00","0,00","0,00","0,00","0,00"
2017-03,MARZO 2017,MARZO 2017,2017,3,2017-03-01,2017-03-31,205,"0,00",Y,"40638,15","1354,61","0,00","0,00","0,00","300,00","0,00","0,00","0,00","0,00"
2017-02,FEBRERO 2017,FEBRERO 2017,2017,2,2017-02-24,2017-02-28,205,"0,00",Y,"40638,15","1354,61","0,00","0,00","0,00","300,00","0,00","0,00","0,00","0,00"
